cantidad;Product ID;Cliente ID;Fecha;Envío;Método de pago;Recargo;Orden ID; Precio ;Orden; Mas envio ;Mas recargo;Precio Final
4;P124;C130;19/7/2025;Si;Efectivo;No; O1279 ; $ 2.734 ; $ 10.935 ; $ 2.000 ; $ -   ; $ 12.935 
15;P106;C130;21/7/2025;Si;Credito;Si; O1429 ; $ 4.100 ; $ 61.507 ; $ 2.000 ; $ 3.075 ; $ 66.582 
19;P107;C130;22/7/2025;Si;Credito;Si; O1492 ; $ 4.100 ; $ 77.908 ; $ 2.000 ; $ 3.895 ; $ 83.804 
9;P045;C130;27/7/2025;No;Efectivo;No; O1806 ; $ 5.126 ; $ 46.130 ; $ -   ; $ -   ; $ 46.130 
2;P007;C130;29/7/2025;No;Efectivo;No; O1929 ; $ 1.709 ; $ 3.417 ; $ -   ; $ -   ; $ 3.417 
20;P082;C131;4/7/2025;Si;Efectivo;No; O0279 ; $ 1.879 ; $ 37.587 ; $ 2.000 ; $ -   ; $ 39.587 
16;P053;C131;11/7/2025;No;Efectivo;No; O0701 ; $ 2.050 ; $ 32.804 ; $ -   ; $ -   ; $ 32.804 
17;P129;C131;13/7/2025;No;Efectivo;No; O0859 ; $ 4.271 ; $ 72.612 ; $ -   ; $ -   ; $ 72.612 
14;P077;C131;16/7/2025;Si;Efectivo;No; O1063 ; $ 2.563 ; $ 35.879 ; $ 2.000 ; $ -   ; $ 37.879 
8;P078;C131;17/7/2025;No;Credito;Si; O1171 ; $ 5.126 ; $ 41.004 ; $ -   ; $ 2.050 ; $ 43.055 
18;P133;C131;25/7/2025;Si;Efectivo;No; O1644 ; $ 4.271 ; $ 76.883 ; $ 2.000 ; $ -   ; $ 78.883 
17;P016;C132;5/7/2025;No;Credito;Si; O0310 ; $ 5.296 ; $ 90.039 ; $ -   ; $ 4.502 ; $ 94.541 
20;P051;C132;5/7/2025;Si;Efectivo;No; O0349 ; $ 2.050 ; $ 41.004 ; $ 2.000 ; $ -   ; $ 43.004 
13;P031;C132;5/7/2025;No;Efectivo;No; O0353 ; $ 2.392 ; $ 31.095 ; $ -   ; $ -   ; $ 31.095 
13;P134;C132;6/7/2025;No;Efectivo;No; O0371 ; $ 4.271 ; $ 55.527 ; $ -   ; $ -   ; $ 55.527 
10;P108;C132;8/7/2025;Si;Efectivo;No; O0481 ; $ 4.100 ; $ 41.004 ; $ 2.000 ; $ -   ; $ 43.004 
11;P032;C132;19/7/2025;No;Credito;Si; O1242 ; $ 2.563 ; $ 28.191 ; $ -   ; $ 1.410 ; $ 29.600 
4;P080;C132;28/7/2025;No;Efectivo;No; O1810 ; $ 5.980 ; $ 23.919 ; $ -   ; $ -   ; $ 23.919 
20;P067;C132;29/7/2025;No;Efectivo;No; O1895 ; $ 4.442 ; $ 88.843 ; $ -   ; $ -   ; $ 88.843 
15;P034;C133;1/7/2025;No;Efectivo;No; O0028 ; $ 3.075 ; $ 46.130 ; $ -   ; $ -   ; $ 46.130 
16;P132;C133;4/7/2025;No;Efectivo;No; O0243 ; $ 4.271 ; $ 68.341 ; $ -   ; $ -   ; $ 68.341 
15;P093;C133;6/7/2025;Si;Efectivo;No; O0373 ; $ 5.126 ; $ 76.883 ; $ 2.000 ; $ -   ; $ 78.883 
15;P052;C133;8/7/2025;No;Efectivo;No; O0523 ; $ 2.050 ; $ 30.753 ; $ -   ; $ -   ; $ 30.753 
6;P081;C133;17/7/2025;Si;Efectivo;No; O1115 ; $ 5.980 ; $ 35.879 ; $ 2.000 ; $ -   ; $ 37.879 
16;P112;C133;19/7/2025;Si;Efectivo;No; O1301 ; $ 2.221 ; $ 35.537 ; $ 2.000 ; $ -   ; $ 37.537 
17;P063;C133;30/7/2025;Si;Credito;Si; O1989 ; $ 5.126 ; $ 87.134 ; $ 2.000 ; $ 4.357 ; $ 93.491 
6;P067;C134;1/7/2025;No;Credito;Si; O0004 ; $ 4.442 ; $ 26.653 ; $ -   ; $ 1.333 ; $ 27.986 
19;P111;C134;1/7/2025;Si;Credito;Si; O0007 ; $ 2.221 ; $ 42.200 ; $ 2.000 ; $ 2.110 ; $ 46.310 
2;P119;C134;3/7/2025;No;Credito;Si; O0200 ; $ 5.467 ; $ 10.935 ; $ -   ; $ 547 ; $ 11.481 
10;P124;C134;6/7/2025;Si;Efectivo;No; O0391 ; $ 2.734 ; $ 27.336 ; $ 2.000 ; $ -   ; $ 29.336 
17;P128;C134;11/7/2025;No;Efectivo;No; O0735 ; $ 4.100 ; $ 69.708 ; $ -   ; $ -   ; $ 69.708 
7;P047;C134;12/7/2025;No;Efectivo;No; O0788 ; $ 2.050 ; $ 14.352 ; $ -   ; $ -   ; $ 14.352 
10;P017;C134;28/7/2025;Si;Efectivo;No; O1857 ; $ 5.980 ; $ 59.798 ; $ 2.000 ; $ -   ; $ 61.798 
19;P149;C135;5/7/2025;No;Efectivo;No; O0345 ; $ 5.296 ; $ 100.632 ; $ -   ; $ -   ; $ 100.632 
19;P059;C135;8/7/2025;No;Efectivo;No; O0534 ; $ 3.417 ; $ 64.924 ; $ -   ; $ -   ; $ 64.924 
6;P020;C135;17/7/2025;No;Efectivo;No; O1174 ; $ 2.050 ; $ 12.301 ; $ -   ; $ -   ; $ 12.301 
7;P021;C135;24/7/2025;Si;Efectivo;No; O1588 ; $ 2.392 ; $ 16.743 ; $ 2.000 ; $ -   ; $ 18.743 
2;P121;C135;24/7/2025;No;Credito;Si; O1597 ; $ 2.734 ; $ 5.467 ; $ -   ; $ 273 ; $ 5.741 
7;P047;C135;26/7/2025;Si;Efectivo;No; O1721 ; $ 2.050 ; $ 14.352 ; $ 2.000 ; $ -   ; $ 16.352 
6;P041;C136;6/7/2025;No;Efectivo;No; O0407 ; $ 1.709 ; $ 10.251 ; $ -   ; $ -   ; $ 10.251 
7;P125;C136;7/7/2025;Si;Efectivo;No; O0446 ; $ 4.100 ; $ 28.703 ; $ 2.000 ; $ -   ; $ 30.703 
11;P014;C136;10/7/2025;Si;Efectivo;No; O0622 ; $ 5.126 ; $ 56.381 ; $ 2.000 ; $ -   ; $ 58.381 
13;P049;C136;17/7/2025;Si;Credito;Si; O1137 ; $ 2.050 ; $ 26.653 ; $ 2.000 ; $ 1.333 ; $ 29.986 
2;P139;C136;18/7/2025;Si;Efectivo;No; O1229 ; $ 6.492 ; $ 12.985 ; $ 2.000 ; $ -   ; $ 14.985 
11;P080;C136;19/7/2025;No;Efectivo;No; O1285 ; $ 5.980 ; $ 65.778 ; $ -   ; $ -   ; $ 65.778 
5;P009;C136;20/7/2025;No;Credito;Si; O1353 ; $ 3.075 ; $ 15.377 ; $ -   ; $ 769 ; $ 16.145 
8;P118;C136;21/7/2025;Si;Efectivo;No; O1389 ; $ 5.467 ; $ 43.738 ; $ 2.000 ; $ -   ; $ 45.738 
18;P146;C136;23/7/2025;No;Credito;Si; O1541 ; $ 4.442 ; $ 79.959 ; $ -   ; $ 3.998 ; $ 83.957 
18;P001;C136;25/7/2025;No;Efectivo;No; O1663 ; $ 1.025 ; $ 18.452 ; $ -   ; $ -   ; $ 18.452 
13;P125;C136;25/7/2025;Si;Efectivo;No; O1675 ; $ 4.100 ; $ 53.306 ; $ 2.000 ; $ -   ; $ 55.306 
10;P102;C137;2/7/2025;Si;Credito;Si; O0099 ; $ 4.613 ; $ 46.130 ; $ 2.000 ; $ 2.306 ; $ 50.436 
1;P013;C137;2/7/2025;No;Efectivo;No; O0147 ; $ 5.126 ; $ 5.126 ; $ -   ; $ -   ; $ 5.126 
8;P107;C137;6/7/2025;No;Efectivo;No; O0421 ; $ 4.100 ; $ 32.804 ; $ -   ; $ -   ; $ 32.804 
8;P069;C137;8/7/2025;No;Efectivo;No; O0506 ; $ 4.442 ; $ 35.537 ; $ -   ; $ -   ; $ 35.537 
18;P134;C137;13/7/2025;No;Efectivo;No; O0842 ; $ 4.271 ; $ 76.883 ; $ -   ; $ -   ; $ 76.883 
6;P083;C137;19/7/2025;Si;Efectivo;No; O1294 ; $ 2.563 ; $ 15.377 ; $ 2.000 ; $ -   ; $ 17.377 
13;P085;C137;22/7/2025;No;Efectivo;No; O1469 ; $ 5.126 ; $ 66.632 ; $ -   ; $ -   ; $ 66.632 
11;P090;C137;29/7/2025;Si;Credito;Si; O1906 ; $ 1.709 ; $ 18.794 ; $ 2.000 ; $ 940 ; $ 21.733 
14;P078;C137;30/7/2025;No;Efectivo;No; O1937 ; $ 5.126 ; $ 71.758 ; $ -   ; $ -   ; $ 71.758 
16;P068;C138;11/7/2025;Si;Credito;Si; O0759 ; $ 4.442 ; $ 71.074 ; $ 2.000 ; $ 3.554 ; $ 76.628 
7;P089;C138;17/7/2025;No;Efectivo;No; O1126 ; $ 2.392 ; $ 16.743 ; $ -   ; $ -   ; $ 16.743 
16;P096;C138;20/7/2025;Si;Credito;Si; O1334 ; $ 4.271 ; $ 68.341 ; $ 2.000 ; $ 3.417 ; $ 73.758 
20;P129;C138;25/7/2025;Si;Efectivo;No; O1623 ; $ 4.271 ; $ 85.426 ; $ 2.000 ; $ -   ; $ 87.426 
6;P087;C138;25/7/2025;Si;Efectivo;No; O1683 ; $ 5.980 ; $ 35.879 ; $ 2.000 ; $ -   ; $ 37.879 
14;P115;C139;2/7/2025;No;Credito;Si; O0098 ; $ 3.930 ; $ 55.014 ; $ -   ; $ 2.751 ; $ 57.765 
15;P094;C139;5/7/2025;No;Efectivo;No; O0287 ; $ 6.151 ; $ 92.260 ; $ -   ; $ -   ; $ 92.260 
15;P072;C139;11/7/2025;Si;Efectivo;No; O0689 ; $ 4.442 ; $ 66.632 ; $ 2.000 ; $ -   ; $ 68.632 
12;P070;C139;16/7/2025;No;Efectivo;No; O1074 ; $ 4.442 ; $ 53.306 ; $ -   ; $ -   ; $ 53.306 
11;P044;C139;16/7/2025;Si;Efectivo;No; O1100 ; $ 5.126 ; $ 56.381 ; $ 2.000 ; $ -   ; $ 58.381 
19;P013;C139;17/7/2025;No;Efectivo;No; O1135 ; $ 5.126 ; $ 97.386 ; $ -   ; $ -   ; $ 97.386 
1;P085;C139;17/7/2025;No;Efectivo;No; O1158 ; $ 5.126 ; $ 5.126 ; $ -   ; $ -   ; $ 5.126 
5;P105;C139;20/7/2025;No;Efectivo;No; O1319 ; $ 5.809 ; $ 29.045 ; $ -   ; $ -   ; $ 29.045 
15;P001;C139;22/7/2025;Si;Efectivo;No; O1454 ; $ 1.025 ; $ 15.377 ; $ 2.000 ; $ -   ; $ 17.377 
16;P103;C139;24/7/2025;No;Credito;Si; O1568 ; $ 4.613 ; $ 73.808 ; $ -   ; $ 3.690 ; $ 77.498 
13;P112;C139;25/7/2025;Si;Efectivo;No; O1677 ; $ 2.221 ; $ 28.874 ; $ 2.000 ; $ -   ; $ 30.874 
15;P078;C139;26/7/2025;Si;Efectivo;No; O1723 ; $ 5.126 ; $ 76.883 ; $ 2.000 ; $ -   ; $ 78.883 
5;P017;C139;27/7/2025;No;Efectivo;No; O1786 ; $ 5.980 ; $ 29.899 ; $ -   ; $ -   ; $ 29.899 
14;P126;C140;6/7/2025;Si;Credito;Si; O0397 ; $ 4.100 ; $ 57.406 ; $ 2.000 ; $ 2.870 ; $ 62.277 
14;P086;C140;8/7/2025;No;Efectivo;No; O0515 ; $ 5.980 ; $ 83.717 ; $ -   ; $ -   ; $ 83.717 
11;P012;C140;14/7/2025;No;Efectivo;No; O0967 ; $ 5.126 ; $ 56.381 ; $ -   ; $ -   ; $ 56.381 
20;P028;C140;17/7/2025;No;Credito;Si; O1163 ; $ 5.980 ; $ 119.596 ; $ -   ; $ 5.980 ; $ 125.576 
20;P086;C140;18/7/2025;No;Efectivo;No; O1210 ; $ 5.980 ; $ 119.596 ; $ -   ; $ -   ; $ 119.596 
20;P121;C140;20/7/2025;No;Credito;Si; O1339 ; $ 2.734 ; $ 54.673 ; $ -   ; $ 2.734 ; $ 57.406 
16;P050;C141;11/7/2025;Si;Efectivo;No; O0738 ; $ 2.050 ; $ 32.804 ; $ 2.000 ; $ -   ; $ 34.804 
9;P018;C141;12/7/2025;No;Efectivo;No; O0822 ; $ 5.980 ; $ 53.818 ; $ -   ; $ -   ; $ 53.818 
5;P017;C141;22/7/2025;Si;Efectivo;No; O1504 ; $ 5.980 ; $ 29.899 ; $ 2.000 ; $ -   ; $ 31.899 
13;P121;C141;24/7/2025;No;Efectivo;No; O1601 ; $ 2.734 ; $ 35.537 ; $ -   ; $ -   ; $ 35.537 
2;P060;C142;5/7/2025;Si;Efectivo;No; O0303 ; $ 5.126 ; $ 10.251 ; $ 2.000 ; $ -   ; $ 12.251 
7;P029;C142;6/7/2025;No;Efectivo;No; O0405 ; $ 2.050 ; $ 14.352 ; $ -   ; $ -   ; $ 14.352 
17;P100;C142;7/7/2025;Si;Credito;Si; O0444 ; $ 2.392 ; $ 40.663 ; $ 2.000 ; $ 2.033 ; $ 44.696 
20;P078;C142;7/7/2025;Si;Efectivo;No; O0480 ; $ 5.126 ; $ 102.511 ; $ 2.000 ; $ -   ; $ 104.511 
10;P131;C142;12/7/2025;Si;Efectivo;No; O0809 ; $ 4.271 ; $ 42.713 ; $ 2.000 ; $ -   ; $ 44.713 
17;P125;C142;21/7/2025;Si;Credito;Si; O1424 ; $ 4.100 ; $ 69.708 ; $ 2.000 ; $ 3.485 ; $ 75.193 
20;P021;C142;29/7/2025;No;Efectivo;No; O1897 ; $ 2.392 ; $ 47.839 ; $ -   ; $ -   ; $ 47.839 
20;P032;C143;4/7/2025;Si;Efectivo;No; O0255 ; $ 2.563 ; $ 51.256 ; $ 2.000 ; $ -   ; $ 53.256 
10;P003;C143;7/7/2025;No;Efectivo;No; O0448 ; $ 2.050 ; $ 20.502 ; $ -   ; $ -   ; $ 20.502 
12;P107;C143;7/7/2025;Si;Efectivo;No; O0468 ; $ 4.100 ; $ 49.205 ; $ 2.000 ; $ -   ; $ 51.205 
7;P082;C143;8/7/2025;Si;Efectivo;No; O0527 ; $ 1.879 ; $ 13.156 ; $ 2.000 ; $ -   ; $ 15.156 
11;P073;C143;9/7/2025;No;Efectivo;No; O0566 ; $ 4.442 ; $ 48.864 ; $ -   ; $ -   ; $ 48.864 
4;P038;C143;10/7/2025;Si;Efectivo;No; O0665 ; $ 5.980 ; $ 23.919 ; $ 2.000 ; $ -   ; $ 25.919 
8;P046;C143;11/7/2025;Si;Efectivo;No; O0731 ; $ 2.050 ; $ 16.402 ; $ 2.000 ; $ -   ; $ 18.402 
20;P145;C143;12/7/2025;Si;Efectivo;No; O0814 ; $ 3.930 ; $ 78.592 ; $ 2.000 ; $ -   ; $ 80.592 
8;P108;C143;13/7/2025;No;Efectivo;No; O0864 ; $ 4.100 ; $ 32.804 ; $ -   ; $ -   ; $ 32.804 
9;P039;C143;14/7/2025;Si;Efectivo;No; O0919 ; $ 1.709 ; $ 15.377 ; $ 2.000 ; $ -   ; $ 17.377 
15;P121;C143;16/7/2025;No;Efectivo;No; O1069 ; $ 2.734 ; $ 41.004 ; $ -   ; $ -   ; $ 41.004 
5;P116;C143;18/7/2025;No;Efectivo;No; O1230 ; $ 3.930 ; $ 19.648 ; $ -   ; $ -   ; $ 19.648 
17;P145;C143;23/7/2025;Si;Efectivo;No; O1540 ; $ 3.930 ; $ 66.803 ; $ 2.000 ; $ -   ; $ 68.803 
13;P052;C143;30/7/2025;No;Efectivo;No; O1963 ; $ 2.050 ; $ 26.653 ; $ -   ; $ -   ; $ 26.653 
11;P123;C144;1/7/2025;No;Efectivo;No; O0009 ; $ 2.734 ; $ 30.070 ; $ -   ; $ -   ; $ 30.070 
9;P016;C144;2/7/2025;No;Efectivo;No; O0117 ; $ 5.296 ; $ 47.668 ; $ -   ; $ -   ; $ 47.668 
20;P139;C144;2/7/2025;No;Efectivo;No; O0131 ; $ 6.492 ; $ 129.847 ; $ -   ; $ -   ; $ 129.847 
12;P101;C144;15/7/2025;Si;Efectivo;No; O1041 ; $ 2.392 ; $ 28.703 ; $ 2.000 ; $ -   ; $ 30.703 
10;P130;C144;16/7/2025;No;Efectivo;No; O1103 ; $ 4.271 ; $ 42.713 ; $ -   ; $ -   ; $ 42.713 
14;P020;C144;17/7/2025;Si;Efectivo;No; O1127 ; $ 2.050 ; $ 28.703 ; $ 2.000 ; $ -   ; $ 30.703 
8;P061;C144;18/7/2025;No;Credito;Si; O1193 ; $ 5.126 ; $ 41.004 ; $ -   ; $ 2.050 ; $ 43.055 
18;P143;C144;22/7/2025;No;Efectivo;No; O1481 ; $ 3.417 ; $ 61.507 ; $ -   ; $ -   ; $ 61.507 
3;P108;C144;25/7/2025;No;Efectivo;No; O1653 ; $ 4.100 ; $ 12.301 ; $ -   ; $ -   ; $ 12.301 
13;P132;C144;27/7/2025;No;Efectivo;No; O1781 ; $ 4.271 ; $ 55.527 ; $ -   ; $ -   ; $ 55.527 
9;P075;C145;2/7/2025;No;Credito;Si; O0084 ; $ 1.879 ; $ 16.914 ; $ -   ; $ 846 ; $ 17.760 
7;P064;C145;3/7/2025;Si;Efectivo;No; O0174 ; $ 5.126 ; $ 35.879 ; $ 2.000 ; $ -   ; $ 37.879 
2;P131;C145;5/7/2025;No;Efectivo;No; O0299 ; $ 4.271 ; $ 8.543 ; $ -   ; $ -   ; $ 8.543 
6;P113;C145;5/7/2025;No;Credito;Si; O0341 ; $ 3.930 ; $ 23.578 ; $ -   ; $ 1.179 ; $ 24.756 
16;P042;C145;6/7/2025;Si;Efectivo;No; O0417 ; $ 1.709 ; $ 27.336 ; $ 2.000 ; $ -   ; $ 29.336 
17;P013;C145;16/7/2025;No;Efectivo;No; O1095 ; $ 5.126 ; $ 87.134 ; $ -   ; $ -   ; $ 87.134 
14;P107;C145;25/7/2025;No;Credito;Si; O1636 ; $ 4.100 ; $ 57.406 ; $ -   ; $ 2.870 ; $ 60.277 
20;P060;C145;27/7/2025;Si;Efectivo;No; O1791 ; $ 5.126 ; $ 102.511 ; $ 2.000 ; $ -   ; $ 104.511 
15;P033;C146;2/7/2025;No;Efectivo;No; O0091 ; $ 2.563 ; $ 38.442 ; $ -   ; $ -   ; $ 38.442 
12;P079;C146;5/7/2025;Si;Efectivo;No; O0316 ; $ 5.126 ; $ 61.507 ; $ 2.000 ; $ -   ; $ 63.507 
8;P119;C146;7/7/2025;No;Efectivo;No; O0443 ; $ 5.467 ; $ 43.738 ; $ -   ; $ -   ; $ 43.738 
14;P136;C146;17/7/2025;No;Efectivo;No; O1164 ; $ 6.492 ; $ 90.893 ; $ -   ; $ -   ; $ 90.893 
14;P058;C146;18/7/2025;Si;Efectivo;No; O1211 ; $ 3.417 ; $ 47.839 ; $ 2.000 ; $ -   ; $ 49.839 
17;P077;C146;19/7/2025;Si;Efectivo;No; O1304 ; $ 2.563 ; $ 43.567 ; $ 2.000 ; $ -   ; $ 45.567 
1;P104;C146;22/7/2025;Si;Efectivo;No; O1493 ; $ 5.809 ; $ 5.809 ; $ 2.000 ; $ -   ; $ 7.809 
3;P035;C146;25/7/2025;Si;Efectivo;No; O1662 ; $ 5.126 ; $ 15.377 ; $ 2.000 ; $ -   ; $ 17.377 
13;P028;C146;29/7/2025;Si;Credito;Si; O1865 ; $ 5.980 ; $ 77.738 ; $ 2.000 ; $ 3.887 ; $ 83.624 
15;P006;C147;2/7/2025;Si;Efectivo;No; O0082 ; $ 2.563 ; $ 38.442 ; $ 2.000 ; $ -   ; $ 40.442 
12;P096;C147;2/7/2025;Si;Efectivo;No; O0112 ; $ 4.271 ; $ 51.256 ; $ 2.000 ; $ -   ; $ 53.256 
13;P146;C147;3/7/2025;Si;Efectivo;No; O0168 ; $ 4.442 ; $ 57.748 ; $ 2.000 ; $ -   ; $ 59.748 
12;P007;C147;5/7/2025;Si;Efectivo;No; O0304 ; $ 1.709 ; $ 20.502 ; $ 2.000 ; $ -   ; $ 22.502 
12;P033;C147;13/7/2025;Si;Efectivo;No; O0835 ; $ 2.563 ; $ 30.753 ; $ 2.000 ; $ -   ; $ 32.753 
12;P074;C147;13/7/2025;Si;Efectivo;No; O0852 ; $ 1.879 ; $ 22.552 ; $ 2.000 ; $ -   ; $ 24.552 
9;P102;C147;22/7/2025;Si;Efectivo;No; O1450 ; $ 4.613 ; $ 41.517 ; $ 2.000 ; $ -   ; $ 43.517 
20;P078;C147;25/7/2025;No;Credito;Si; O1649 ; $ 5.126 ; $ 102.511 ; $ -   ; $ 5.126 ; $ 107.637 
12;P034;C147;26/7/2025;No;Efectivo;No; O1701 ; $ 3.075 ; $ 36.904 ; $ -   ; $ -   ; $ 36.904 
11;P042;C147;26/7/2025;No;Efectivo;No; O1705 ; $ 1.709 ; $ 18.794 ; $ -   ; $ -   ; $ 18.794 
14;P083;C147;30/7/2025;No;Efectivo;No; O1977 ; $ 2.563 ; $ 35.879 ; $ -   ; $ -   ; $ 35.879 
20;P115;C148;10/7/2025;Si;Efectivo;No; O0644 ; $ 3.930 ; $ 78.592 ; $ 2.000 ; $ -   ; $ 80.592 
19;P023;C148;11/7/2025;No;Efectivo;No; O0757 ; $ 2.563 ; $ 48.693 ; $ -   ; $ -   ; $ 48.693 
20;P120;C148;17/7/2025;No;Credito;Si; O1170 ; $ 5.467 ; $ 109.345 ; $ -   ; $ 5.467 ; $ 114.812 
13;P135;C148;18/7/2025;Si;Efectivo;No; O1220 ; $ 6.492 ; $ 84.401 ; $ 2.000 ; $ -   ; $ 86.401 
10;P148;C148;22/7/2025;Si;Efectivo;No; O1470 ; $ 5.296 ; $ 52.964 ; $ 2.000 ; $ -   ; $ 54.964 
15;P012;C148;24/7/2025;Si;Efectivo;No; O1608 ; $ 5.126 ; $ 76.883 ; $ 2.000 ; $ -   ; $ 78.883 
6;P115;C148;28/7/2025;No;Efectivo;No; O1811 ; $ 3.930 ; $ 23.578 ; $ -   ; $ -   ; $ 23.578 
16;P095;C149;1/7/2025;No;Efectivo;No; O0030 ; $ 4.271 ; $ 68.341 ; $ -   ; $ -   ; $ 68.341 
12;P147;C149;7/7/2025;Si;Credito;Si; O0472 ; $ 5.126 ; $ 61.507 ; $ 2.000 ; $ 3.075 ; $ 66.582 
6;P026;C149;11/7/2025;Si;Efectivo;No; O0745 ; $ 5.126 ; $ 30.753 ; $ 2.000 ; $ -   ; $ 32.753 
15;P117;C149;13/7/2025;Si;Efectivo;No; O0844 ; $ 5.467 ; $ 82.009 ; $ 2.000 ; $ -   ; $ 84.009 
7;P124;C149;19/7/2025;Si;Efectivo;No; O1245 ; $ 2.734 ; $ 19.135 ; $ 2.000 ; $ -   ; $ 21.135 
5;P061;C149;19/7/2025;Si;Efectivo;No; O1281 ; $ 5.126 ; $ 25.628 ; $ 2.000 ; $ -   ; $ 27.628 
5;P078;C150;2/7/2025;Si;Efectivo;No; O0139 ; $ 5.126 ; $ 25.628 ; $ 2.000 ; $ -   ; $ 27.628 
6;P145;C150;7/7/2025;No;Efectivo;No; O0441 ; $ 3.930 ; $ 23.578 ; $ -   ; $ -   ; $ 23.578 
9;P027;C150;11/7/2025;Si;Efectivo;No; O0700 ; $ 5.980 ; $ 53.818 ; $ 2.000 ; $ -   ; $ 55.818 
18;P052;C150;12/7/2025;No;Efectivo;No; O0791 ; $ 2.050 ; $ 36.904 ; $ -   ; $ -   ; $ 36.904 
15;P071;C150;22/7/2025;No;Efectivo;No; O1463 ; $ 4.442 ; $ 66.632 ; $ -   ; $ -   ; $ 66.632 
15;P084;C150;23/7/2025;No;Credito;Si; O1539 ; $ 5.126 ; $ 76.883 ; $ -   ; $ 3.844 ; $ 80.727 
1;P020;C150;30/7/2025;Si;Efectivo;No; O1983 ; $ 2.050 ; $ 2.050 ; $ 2.000 ; $ -   ; $ 4.050 
10;P020;C150;30/7/2025;Si;Efectivo;No; O2000 ; $ 2.050 ; $ 20.502 ; $ 2.000 ; $ -   ; $ 22.502 
17;P130;C151;1/7/2025;Si;Efectivo;No; O0038 ; $ 4.271 ; $ 72.612 ; $ 2.000 ; $ -   ; $ 74.612 
11;P086;C151;4/7/2025;Si;Credito;Si; O0219 ; $ 5.980 ; $ 65.778 ; $ 2.000 ; $ 3.289 ; $ 71.067 
9;P082;C151;4/7/2025;No;Efectivo;No; O0239 ; $ 1.879 ; $ 16.914 ; $ -   ; $ -   ; $ 16.914 
13;P039;C151;4/7/2025;No;Efectivo;No; O0260 ; $ 1.709 ; $ 22.211 ; $ -   ; $ -   ; $ 22.211 
10;P126;C151;5/7/2025;No;Credito;Si; O0288 ; $ 4.100 ; $ 41.004 ; $ -   ; $ 2.050 ; $ 43.055 
10;P095;C151;20/7/2025;No;Credito;Si; O1370 ; $ 4.271 ; $ 42.713 ; $ -   ; $ 2.136 ; $ 44.849 
13;P020;C151;23/7/2025;Si;Credito;Si; O1537 ; $ 2.050 ; $ 26.653 ; $ 2.000 ; $ 1.333 ; $ 29.986 
1;P091;C152;5/7/2025;Si;Credito;Si; O0285 ; $ 5.126 ; $ 5.126 ; $ 2.000 ; $ 256 ; $ 7.382 
7;P068;C152;5/7/2025;No;Efectivo;No; O0339 ; $ 4.442 ; $ 31.095 ; $ -   ; $ -   ; $ 31.095 
3;P064;C152;10/7/2025;No;Efectivo;No; O0623 ; $ 5.126 ; $ 15.377 ; $ -   ; $ -   ; $ 15.377 
10;P050;C152;13/7/2025;Si;Efectivo;No; O0862 ; $ 2.050 ; $ 20.502 ; $ 2.000 ; $ -   ; $ 22.502 
4;P076;C152;14/7/2025;No;Efectivo;No; O0929 ; $ 2.563 ; $ 10.251 ; $ -   ; $ -   ; $ 10.251 
7;P058;C152;19/7/2025;No;Efectivo;No; O1296 ; $ 3.417 ; $ 23.919 ; $ -   ; $ -   ; $ 23.919 
20;P047;C152;21/7/2025;Si;Efectivo;No; O1390 ; $ 2.050 ; $ 41.004 ; $ 2.000 ; $ -   ; $ 43.004 
16;P078;C152;27/7/2025;Si;Credito;Si; O1777 ; $ 5.126 ; $ 82.009 ; $ 2.000 ; $ 4.100 ; $ 88.109 
20;P053;C152;28/7/2025;Si;Efectivo;No; O1820 ; $ 2.050 ; $ 41.004 ; $ 2.000 ; $ -   ; $ 43.004 
18;P040;C153;1/7/2025;Si;Efectivo;No; O0014 ; $ 1.709 ; $ 30.753 ; $ 2.000 ; $ -   ; $ 32.753 
14;P026;C153;4/7/2025;No;Efectivo;No; O0283 ; $ 5.126 ; $ 71.758 ; $ -   ; $ -   ; $ 71.758 
3;P052;C153;5/7/2025;Si;Credito;Si; O0293 ; $ 2.050 ; $ 6.151 ; $ 2.000 ; $ 308 ; $ 8.458 
2;P147;C153;11/7/2025;No;Efectivo;No; O0736 ; $ 5.126 ; $ 10.251 ; $ -   ; $ -   ; $ 10.251 
10;P057;C153;12/7/2025;No;Efectivo;No; O0771 ; $ 3.417 ; $ 34.170 ; $ -   ; $ -   ; $ 34.170 
1;P013;C153;15/7/2025;Si;Efectivo;No; O0982 ; $ 5.126 ; $ 5.126 ; $ 2.000 ; $ -   ; $ 7.126 
1;P139;C153;18/7/2025;No;Efectivo;No; O1179 ; $ 6.492 ; $ 6.492 ; $ -   ; $ -   ; $ 6.492 
9;P046;C153;18/7/2025;No;Credito;Si; O1194 ; $ 2.050 ; $ 18.452 ; $ -   ; $ 923 ; $ 19.375 
5;P013;C153;24/7/2025;No;Efectivo;No; O1604 ; $ 5.126 ; $ 25.628 ; $ -   ; $ -   ; $ 25.628 
11;P023;C153;27/7/2025;No;Efectivo;No; O1763 ; $ 2.563 ; $ 28.191 ; $ -   ; $ -   ; $ 28.191 
10;P003;C154;9/7/2025;Si;Efectivo;No; O0590 ; $ 2.050 ; $ 20.502 ; $ 2.000 ; $ -   ; $ 22.502 
18;P107;C154;9/7/2025;No;Efectivo;No; O0604 ; $ 4.100 ; $ 73.808 ; $ -   ; $ -   ; $ 73.808 
